,speaker,congress,first.name,last.name,state,party,speaker.name,speakerID,stateName,retiring,running,appointeeRunning,specialElection,female,speakerNameSpeech,speakerNameVote,bioname,nokken_poole_dim1,nokken_poole_dim2
29,mr dayton,108,Mark,Dayton,MN,DFL,Dayton (MN),67,Minnesota,0,0,0,0,0,Dayton (MN),"DAYTON, Mark","DAYTON, Mark",-0.358,0.354
30,mr dewine,108,Mike,DeWine,OH,R,DeWine (OH),69,Ohio,0,0,0,0,0,DeWine (OH),"DeWINE, Michael","DeWINE, Michael",0.193,-0.418
31,mr dodd,108,Christopher J.,Dodd,CT,D,Dodd (CT),70,Connecticut,0,1,0,0,0,Dodd (CT),"DODD, Christopher John","DODD, Christopher John",-0.364,-0.434
32,mrs dole,108,Elizabeth,Dole,NC,R,Dole (NC),71,North Carolina,0,0,0,0,1,Dole (NC),"DOLE, Elizabeth Hanford","DOLE, Elizabeth Hanford",0.365,0.205
33,mr domenici,108,Pete V.,Domenici,NM,R,Domenici (NM),73,New Mexico,0,0,0,0,0,Domenici (NM),"DOMENICI, Pete Vichi","DOMENICI, Pete Vichi",0.346,0.018
34,mr dorgan,108,Byron L.,Dorgan,ND,D,Dorgan (ND),75,North Dakota,0,1,0,0,0,Dorgan (ND),"DORGAN, Byron Leslie","DORGAN, Byron Leslie",-0.278,0.537
35,mr durbin,108,Richard,Durbin,IL,D,Durbin (IL),76,Illinois,0,0,0,0,0,Durbin (IL),"DURBIN, Richard Joseph","DURBIN, Richard Joseph",-0.435,-0.177
36,mr edwards,108,John,Edwards,NC,D,Edwards (NC),77,North Carolina,1,0,0,0,0,Edwards (NC),"EDWARDS, John","EDWARDS, John",-0.362,0.086
37,mr ensign,108,John,Ensign,NV,R,Ensign (NV),78,Nevada,0,0,0,0,0,Ensign (NV),"ENSIGN, John Eric","ENSIGN, John Eric",0.453,-0.857
38,mr enzi,108,Michael,Enzi,WY,R,Enzi (WY),79,Wyoming,0,0,0,0,0,Enzi (WY),"ENZI, Michael B.","ENZI, Michael B.",0.586,0.215
39,mr feingold,108,Russell,Feingold,WI,D,Feingold (WI),82,Wisconsin,0,1,0,0,0,Feingold (WI),"FEINGOLD, Russell Dana","FEINGOLD, Russell Dana",-0.352,-0.851
40,mrs feinstein,108,Dianne,Feinstein,CA,D,Feinstein (CA),83,California,0,0,0,0,1,Feinstein (CA),"FEINSTEIN, Dianne","FEINSTEIN, Dianne",-0.28,-0.485
41,mr fitzgerald,108,Peter,Fitzgerald,IL,R,Fitzgerald (IL),85,Illinois,1,0,0,0,0,Fitzgerald (IL),"FITZGERALD, Peter G.","FITZGERALD, Peter G.",0.329,-0.818
42,mr frist,108,Bill,Frist,TN,R,Frist (TN),90,Tennessee,0,0,0,0,0,Frist (TN),"FRIST, William H.","FRIST, William H.",0.349,-0.022
43,mr graham of florida,108,Bob,Graham,FL,D,Graham (FL),95,Florida,1,0,0,0,0,Graham (FL),"GRAHAM, Daniel Robert (Bob)","GRAHAM, Daniel Robert (Bob)",-0.345,-0.342
44,mr graham of south carolina,108,Lindsey,Graham,SC,R,Graham (SC),96,South Carolina,0,0,0,0,0,Graham (SC),"GRAHAM, Lindsey O.","GRAHAM, Lindsey O.",0.372,-0.054
45,mr grassley,108,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,1,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.332,-0.098
46,mr gregg,108,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,1,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.385,-0.923
47,mr hagel,108,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,0,0,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.311,-0.312
48,mr harkin,108,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,0,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.434,0.217
49,mr hatch,108,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,0,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.389,0.245
50,mr hollings,108,Ernest F.,Hollings,SC,D,Hollings (SC),113,South Carolina,1,0,0,0,0,Hollings (SC),"HOLLINGS, Ernest Frederick","HOLLINGS, Ernest Frederick",-0.309,0.601
51,mrs hutchison,108,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,0,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.273,-0.039
52,mr inhofe,108,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,0,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.52,0.067
53,mr inouye,108,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,1,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.327,0.217
54,mr johnson,108,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,0,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.304,0.46
55,mr kennedy,108,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,0,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.442,-0.636
56,mr kerry,108,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,0,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.41,-0.124
57,mr kohl,108,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,0,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.295,-0.196
58,mr kyl,108,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,0,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.608,-0.6
59,ms landrieu,108,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,0,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.19,0.547
60,mr lautenberg,108,Frank,Lautenberg,NJ,D,Lautenberg (NJ),138,New Jersey,0,0,0,0,0,Lautenberg (NJ),"LAUTENBERG, Frank Raleigh","LAUTENBERG, Frank Raleigh",-0.445,-0.661
61,mr leahy,108,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,1,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.37,-0.139
62,mr levin,108,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,0,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.427,0.114
63,mr lieberman,108,Joseph,Lieberman,CT,D,Lieberman (CT),143,Connecticut,0,0,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.249,-0.55
64,mrs lincoln,108,Blanche L.,Lincoln,AR,D,Lincoln (AR),144,Arkansas,0,1,0,0,1,Lincoln (AR),"LINCOLN, Blanche Lambert","LINCOLN, Blanche Lambert",-0.189,0.463
65,mr lott,108,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,0,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.453,0.156
66,mr lugar,108,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,0,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.301,-0.396
67,mr mccain,108,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,1,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.245,-0.97
68,mr mcconnell,108,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,0,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.422,0.115
69,ms mikulski,108,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,1,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.36,-0.007
70,mr miller,108,Zell B.,Miller,GA,D,Miller (GA),157,Georgia,1,0,0,0,0,Miller (GA),"MILLER, Zell Bryan","MILLER, Zell Bryan",0.287,0.112
71,mrs murray,108,Patty,Murray,WA,D,Murray (WA),164,Washington,0,1,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.318,-0.269
72,mr nelson of nebraska,108,Ben,Nelson,NE,D,Nelson (NE),165,Nebraska,0,0,0,0,0,Nelson (NE),"NELSON, Earl Benjamin (Ben)","NELSON, Earl Benjamin (Ben)",-0.04,0.611
73,mr nelson of florida,108,Bill,Nelson,FL,D,Nelson (FL),166,Florida,0,0,0,0,0,Nelson (FL),"NELSON, Clarence William (Bill)","NELSON, Clarence William (Bill)",-0.235,0.09
74,mr nickles,108,Don,Nickles,OK,R,Nickles (OK),167,Oklahoma,1,0,0,0,0,Nickles (OK),"NICKLES, Donald Lee","NICKLES, Donald Lee",0.66,-0.313
75,mr reed,108,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,0,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.439,-0.355
76,mr reid,108,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,1,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.319,0.437
77,mr roberts,108,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,0,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.341,-0.055
78,mr rockefeller,108,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,0,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.349,0.249
79,mr santorum,108,Rick,Santorum,PA,R,Santorum (PA),187,Pennsylvania,0,0,0,0,0,Santorum (PA),"SANTORUM, Richard John (Rick)","SANTORUM, Richard John (Rick)",0.462,-0.34
80,mr sarbanes,108,Paul,Sarbanes,MD,D,Sarbanes (MD),188,Maryland,0,0,0,0,0,Sarbanes (MD),"SARBANES, Paul Spyros","SARBANES, Paul Spyros",-0.465,-0.018
81,mr sessions,108,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,0,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.552,-0.133
82,mr shelby,108,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,1,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.386,0.378
83,mr smith,108,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,0,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.208,-0.278
84,ms snowe,108,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,0,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.067,-0.744
85,mr specter,108,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,1,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",0.112,-0.344
86,ms stabenow,108,Debbie,Stabenow,MI,D,Stabenow (MI),201,Michigan,0,0,0,0,1,Stabenow (MI),"STABENOW, Deborah Ann","STABENOW, Deborah Ann",-0.363,-0.063
87,mr stevens,108,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,0,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.282,-0.127
88,mr sununu,108,John,Sununu,NH,R,Sununu (NH),203,New Hampshire,0,0,0,0,0,Sununu (NH),"SUNUNU, John E.","SUNUNU, John E.",0.477,-0.879
89,mr talent,108,James,Talent,MO,R,Talent (MO),204,Missouri,0,0,0,0,0,Talent (MO),"TALENT, James Matthes","TALENT, James Matthes",0.31,0.01
90,mr thomas,108,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,0,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.597,0.011
91,mr voinovich,108,George,Voinovich,OH,R,Voinovich (OH),215,Ohio,0,1,0,0,0,Voinovich (OH),"VOINOVICH, George Victor","VOINOVICH, George Victor",0.251,-0.571
92,mr warner,108,John,Warner,VA,R,Warner (VA),217,Virginia,0,0,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.258,-0.428
93,mr wyden,108,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,1,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.289,-0.299
0,mr akaka,109,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,1,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.434,0.153
1,mr alexander,109,Lamar,Alexander,TN,R,Alexander (TN),3,Tennessee,0,0,0,0,0,Alexander (TN),"ALEXANDER, Lamar","ALEXANDER, Lamar",0.376,-0.279
2,mr allard,109,Wayne,Allard,CO,R,Allard (CO),4,Colorado,0,0,0,0,0,Allard (CO),"ALLARD, A. Wayne","ALLARD, A. Wayne",0.556,-0.049
3,mr allen,109,George,Allen,VA,R,Allen (VA),5,Virginia,0,1,0,0,0,Allen (VA),"ALLEN, George","ALLEN, George",0.412,0.052
4,mr baucus,109,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,0,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.19,0.268
5,mr bayh,109,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,0,0,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.271,-0.064
6,mr bennett,109,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,0,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.335,-0.086
7,mr biden,109,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,0,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.243,-0.304
8,mr bingaman,109,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,1,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.256,-0.12
9,mr bond,109,Kit,Bond,MO,R,Bond (MO),20,Missouri,0,0,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.386,0.004
10,mrs boxer,109,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,0,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.527,-0.122
11,mr brownback,109,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,0,0,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.407,-0.466
12,mr bunning,109,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,0,0,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.555,0.11
13,mr burns,109,Conrad,Burns,MT,R,Burns (MT),33,Montana,0,1,0,0,0,Burns (MT),"BURNS, Conrad","BURNS, Conrad",0.347,0.228
14,mr burr,109,Richard,Burr,NC,R,Burr (NC),34,North Carolina,0,0,0,0,0,Burr (NC),"BURR, Richard M.","BURR, Richard M.",0.5,-0.105
15,mr byrd,109,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,1,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.346,0.938
16,ms cantwell,109,Maria,Cantwell,WA,D,Cantwell (WA),38,Washington,0,1,0,0,1,Cantwell (WA),"CANTWELL, Maria E.","CANTWELL, Maria E.",-0.277,-0.404
17,mr carper,109,Tom,Carper,DE,D,Carper (DE),41,Delaware,0,1,0,0,0,Carper (DE),"CARPER, Thomas Richard","CARPER, Thomas Richard",-0.145,-0.251
18,mr chambliss,109,Saxby,Chambliss,GA,R,Chambliss (GA),45,Georgia,0,0,0,0,0,Chambliss (GA),"CHAMBLISS, Saxby","CHAMBLISS, Saxby",0.473,0.238
19,mrs clinton,109,Hillary Rodham,Clinton,NY,D,Clinton (NY),48,New York,0,1,0,0,1,Clinton (NY),"CLINTON, Hillary Rodham","CLINTON, Hillary Rodham",-0.343,-0.208
20,mr coburn,109,Tom,Coburn,OK,R,Coburn (OK),50,Oklahoma,0,0,0,0,0,Coburn (OK),"COBURN, Thomas Allen","COBURN, Thomas Allen",0.985,0.17
21,mr cochran,109,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,0,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.355,-0.047
22,mr coleman,109,Norm,Coleman,MN,R,Coleman (MN),53,Minnesota,0,0,0,0,0,Coleman (MN),"COLEMAN, Norm","COLEMAN, Norm",0.171,-0.201
23,ms collins,109,Susan,Collins,ME,R,Collins (ME),54,Maine,0,0,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.1,-0.533
24,mr conrad,109,Kent,Conrad,ND,D,Conrad (ND),55,North Dakota,0,1,0,0,0,Conrad (ND),"CONRAD, Kent","CONRAD, Kent",-0.245,0.586
25,mr cornyn,109,John,Cornyn,TX,R,Cornyn (TX),58,Texas,0,0,0,0,0,Cornyn (TX),"CORNYN, John","CORNYN, John",0.521,0.082
26,mr corzine,109,Jon,Corzine,NJ,D,Corzine (NJ),59,New Jersey,0,0,0,0,0,Corzine (NJ),"CORZINE, Jon Stevens","CORZINE, Jon Stevens",-0.469,-0.584
27,mr craig,109,Larry E.,Craig,ID,R,Craig (ID),62,Idaho,0,0,0,0,0,Craig (ID),"CRAIG, Larry Edwin","CRAIG, Larry Edwin",0.411,-0.127
28,mr crapo,109,Mike,Crapo,ID,R,Crapo (ID),63,Idaho,0,0,0,0,0,Crapo (ID),"CRAPO, Michael Dean","CRAPO, Michael Dean",0.45,0.175
29,mr dayton,109,Mark,Dayton,MN,DFL,Dayton (MN),67,Minnesota,1,0,0,0,0,Dayton (MN),"DAYTON, Mark","DAYTON, Mark",-0.454,0.321
30,mr demint,109,James,DeMint,SC,R,DeMint (SC),68,South Carolina,0,0,0,0,0,DeMint (SC),"DeMINT, James W.","DeMINT, James W.",0.659,-0.079
31,mr dewine,109,Mike,DeWine,OH,R,DeWine (OH),69,Ohio,0,1,0,0,0,DeWine (OH),"DeWINE, Michael","DeWINE, Michael",0.132,-0.432
32,mr dodd,109,Christopher J.,Dodd,CT,D,Dodd (CT),70,Connecticut,0,0,0,0,0,Dodd (CT),"DODD, Christopher John","DODD, Christopher John",-0.33,-0.431
33,mrs dole,109,Elizabeth,Dole,NC,R,Dole (NC),71,North Carolina,0,0,0,0,1,Dole (NC),"DOLE, Elizabeth Hanford","DOLE, Elizabeth Hanford",0.394,0.148
34,mr domenici,109,Pete V.,Domenici,NM,R,Domenici (NM),73,New Mexico,0,0,0,0,0,Domenici (NM),"DOMENICI, Pete Vichi","DOMENICI, Pete Vichi",0.293,-0.158
35,mr dorgan,109,Byron L.,Dorgan,ND,D,Dorgan (ND),75,North Dakota,0,0,0,0,0,Dorgan (ND),"DORGAN, Byron Leslie","DORGAN, Byron Leslie",-0.342,0.722
36,mr durbin,109,Richard,Durbin,IL,D,Durbin (IL),76,Illinois,0,0,0,0,0,Durbin (IL),"DURBIN, Richard Joseph","DURBIN, Richard Joseph",-0.44,-0.264
37,mr ensign,109,John,Ensign,NV,R,Ensign (NV),78,Nevada,0,1,0,0,0,Ensign (NV),"ENSIGN, John Eric","ENSIGN, John Eric",0.528,-0.28
38,mr enzi,109,Michael,Enzi,WY,R,Enzi (WY),79,Wyoming,0,0,0,0,0,Enzi (WY),"ENZI, Michael B.","ENZI, Michael B.",0.541,0.142
39,mr feingold,109,Russell,Feingold,WI,D,Feingold (WI),82,Wisconsin,0,0,0,0,0,Feingold (WI),"FEINGOLD, Russell Dana","FEINGOLD, Russell Dana",-0.381,-0.925
40,mrs feinstein,109,Dianne,Feinstein,CA,D,Feinstein (CA),83,California,0,1,0,0,1,Feinstein (CA),"FEINSTEIN, Dianne","FEINSTEIN, Dianne",-0.293,-0.183
41,mr frist,109,Bill,Frist,TN,R,Frist (TN),90,Tennessee,1,0,0,0,0,Frist (TN),"FRIST, William H.","FRIST, William H.",0.405,-0.27
42,mr graham,109,Lindsey,Graham,SC,R,Graham (SC),96,South Carolina,0,0,0,0,0,Graham (SC),"GRAHAM, Lindsey O.","GRAHAM, Lindsey O.",0.398,-0.5
43,mr grassley,109,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,0,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.392,0.006
44,mr gregg,109,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,0,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.462,-0.74
45,mr hagel,109,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,0,0,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.378,-0.578
46,mr harkin,109,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,0,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.476,-0.014
47,mr hatch,109,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,1,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.357,0.086
48,mrs hutchison,109,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,1,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.321,0.017
49,mr inhofe,109,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,0,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.757,0.633
50,mr inouye,109,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,0,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.293,-0.024
51,mr isakson,109,Johnny,Isakson,GA,R,Isakson (GA),118,Georgia,0,0,0,0,0,Isakson (GA),"ISAKSON, Johnny","ISAKSON, Johnny",0.486,0.137
52,mr johnson,109,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,0,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.228,0.248
53,mr kennedy,109,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,1,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.448,-0.459
54,mr kerry,109,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,0,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.369,-0.393
55,mr kohl,109,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,1,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.233,-0.236
56,mr kyl,109,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,1,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.544,-0.416
57,ms landrieu,109,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,0,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.19,0.322
58,mr lautenberg,109,Frank,Lautenberg,NJ,D,Lautenberg (NJ),138,New Jersey,0,0,0,0,0,Lautenberg (NJ),"LAUTENBERG, Frank Raleigh","LAUTENBERG, Frank Raleigh",-0.415,-0.459
59,mr leahy,109,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,0,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.395,-0.215
60,mr levin,109,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,0,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.397,-0.068
61,mr lieberman,109,Joseph,Lieberman,CT,D,Lieberman (CT),143,Connecticut,0,1,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.232,-0.355
62,mrs lincoln,109,Blanche L.,Lincoln,AR,D,Lincoln (AR),144,Arkansas,0,0,0,0,1,Lincoln (AR),"LINCOLN, Blanche Lambert","LINCOLN, Blanche Lambert",-0.218,0.197
63,mr lott,109,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,1,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.422,0.14
64,mr lugar,109,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,1,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.259,-0.558
65,mr martinez,109,Mel,Martinez,FL,R,Martinez (FL),150,Florida,0,0,0,0,0,Martinez (FL),"MARTINEZ, Melquiades R. (Mel)","MARTINEZ, Melquiades R. (Mel)",0.343,-0.372
66,mr mccain,109,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,0,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.354,-0.935
67,mr mcconnell,109,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,0,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.457,-0.168
68,mr menendez,109,Robert,Menendez,NJ,D,Menendez (NJ),154,New Jersey,0,0,1,0,0,Menendez (NJ),"MENENDEZ, Robert","MENENDEZ, Robert",-0.357,-0.398
69,ms mikulski,109,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,0,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.391,-0.066
70,mrs murray,109,Patty,Murray,WA,D,Murray (WA),164,Washington,0,0,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.335,-0.308
71,mr nelson of nebraska,109,Ben,Nelson,NE,D,Nelson (NE),165,Nebraska,0,1,0,0,0,Nelson (NE),"NELSON, Earl Benjamin (Ben)","NELSON, Earl Benjamin (Ben)",0.014,0.543
72,mr nelson of florida,109,Bill,Nelson,FL,D,Nelson (FL),166,Florida,0,1,0,0,0,Nelson (FL),"NELSON, Clarence William (Bill)","NELSON, Clarence William (Bill)",-0.212,0.182
73,mr obama,109,Barack,Obama,IL,D,Obama (IL),169,Illinois,0,0,0,0,0,Obama (IL),"OBAMA, Barack","OBAMA, Barack",-0.34,-0.337
74,mr reed,109,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,0,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.385,-0.373
75,mr reid,109,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,0,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.334,0.157
76,mr roberts,109,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,0,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.379,0.159
